250	19260	
135	210	34
2	98	31
158	213	42
145	150	86
72	206	91
48	243	45
178	207	21
129	217	50
102	137	50
170	197	67
12	62	45
147	187	62
165	191	93
89	227	46
87	130	21
73	84	89
58	165	99
142	182	51
186	205	40
6	249	48
53	160	94
8	107	71
30	66	84
204	247	37
28	116	34
12	174	16
132	228	81
4	143	14
59	119	78
31	46	83
124	190	76
44	93	72
105	147	37
78	205	24
42	219	17
55	209	23
106	225	12
96	237	52
6	83	36
5	165	57
18	61	95
187	222	4
3	205	89
58	150	93
40	183	95
15	157	37
14	158	47
34	126	26
17	233	85
107	247	9
1	99	47
70	230	66
26	192	78
131	141	75
1	6	68
53	85	44
57	70	3
214	223	86
15	208	99
99	184	30
50	140	85
154	167	29
166	182	96
51	249	58
48	188	91
161	162	14
38	184	72
81	148	84
78	213	76
65	193	3
130	177	32
69	110	75
145	195	58
27	44	1
115	226	89
78	149	92
43	245	71
165	223	53
98	190	47
94	98	36
17	76	69
92	196	57
203	224	45
66	194	76
79	160	5
31	101	87
15	235	28
34	146	10
40	213	12
102	160	70
92	178	93
82	153	100
106	125	30
92	99	25
50	149	43
30	197	18
152	169	64
187	192	11
170	196	48
4	181	29
112	185	52
86	131	9
36	94	20
4	48	8
15	185	70
16	204	60
130	209	88
84	94	21
59	177	19
147	233	59
44	126	16
137	156	74
110	136	19
103	192	84
88	249	36
194	202	48
18	117	16
155	237	71
152	212	50
119	180	53
25	26	100
147	225	25
68	223	78
2	153	88
100	112	78
76	217	95
50	142	36
56	231	5
37	150	69
67	102	56
36	41	47
103	172	43
6	220	4
88	186	97
31	65	4
139	151	52
57	160	41
144	188	60
173	174	20
191	229	58
31	195	74
167	241	87
8	17	56
15	86	12
149	208	59
35	136	15
93	141	5
51	190	41
197	219	27
35	154	42
110	230	14
53	198	26
93	152	31
109	234	94
14	100	76
17	205	57
111	159	41
23	76	90
69	144	100
144	206	88
226	234	20
168	229	98
1	164	61
27	157	92
18	201	57
115	144	43
12	20	49
151	235	100
33	72	31
182	201	75
75	134	95
164	188	71
121	135	47
33	248	32
93	205	72
62	164	2
42	205	35
182	204	57
69	233	50
195	211	53
38	139	15
103	200	14
169	228	83
16	104	57
91	178	92
84	146	13
175	208	85
71	220	48
64	199	80
27	68	28
211	212	27
107	164	16
108	161	32
43	216	69
15	204	63
71	237	55
62	163	56
72	126	70
1	31	98
76	181	46
11	159	97
39	80	64
219	234	91
155	231	75
7	242	87
65	228	79
213	227	10
52	212	67
7	40	18
45	78	96
30	248	77
111	240	79
55	112	52
33	87	47
103	162	63
84	97	64
7	54	79
122	138	6
9	136	31
60	171	25
76	166	1
117	185	100
71	146	11
210	215	38
11	163	84
129	250	40
55	137	38
138	165	41
33	100	1
72	236	47
78	156	71
72	149	79
58	103	54
116	234	97
154	236	72
32	218	99
88	217	20
17	219	91
100	187	88
84	231	83
66	175	68
36	112	76
78	80	41
91	99	74
56	76	49
117	244	29
118	160	67
17	72	11
88	236	50
95	136	70
157	180	34
31	234	1
222	228	85
60	82	38
130	183	45
90	215	40
3	168	70
78	165	48
99	245	97
155	156	69
16	99	69
67	220	84
53	90	42
32	249	75
33	144	8
90	96	5
119	134	36
5	188	23
129	197	23
27	116	85
97	175	96
4	241	9
131	239	57
101	224	85
51	196	13
142	212	42
34	132	71
84	135	68
17	32	98
11	226	36
8	131	39
8	44	69
63	237	81
19	136	8
40	218	96
33	218	32
140	245	28
146	231	8
97	160	94
85	245	29
14	248	30
121	133	97
172	192	84
168	174	39
84	243	39
199	210	38
48	128	44
9	209	15
142	191	66
32	77	15
9	159	26
179	187	47
59	223	91
106	117	45
156	207	58
89	214	65
2	123	11
35	60	62
182	246	83
9	231	15
236	241	66
5	158	47
87	121	84
58	143	3
100	162	26
86	239	58
121	212	76
210	213	11
121	184	50
19	208	14
138	182	92
116	201	28
126	168	18
17	65	41
41	69	73
78	125	96
51	90	17
15	214	47
12	213	61
66	193	11
104	125	38
8	222	9
115	241	29
26	111	73
82	117	40
22	23	22
128	181	21
27	159	50
13	206	51
134	172	24
92	166	58
111	196	50
102	213	8
167	227	30
45	156	95
4	149	93
27	148	2
77	191	13
86	152	11
23	47	2
109	119	31
20	208	96
209	246	15
83	142	18
4	204	7
3	21	6
87	110	12
136	249	24
85	214	55
61	171	26
75	236	35
12	223	28
83	216	3
30	190	68
38	217	70
133	227	39
14	196	42
171	240	59
109	233	34
20	161	20
180	196	95
70	249	47
184	218	13
155	242	63
36	245	93
32	238	43
11	237	38
64	207	85
71	173	76
197	209	81
72	195	75
19	118	48
84	198	65
67	167	69
97	121	19
82	119	50
110	121	44
30	131	35
75	244	100
10	190	69
82	237	45
206	213	78
44	76	32
117	171	45
59	183	44
18	202	65
3	79	15
140	248	81
85	142	16
115	187	80
126	170	76
11	207	36
154	165	12
88	97	3
38	165	33
80	122	74
91	189	71
163	225	1
136	213	21
95	234	32
106	156	42
62	83	26
121	152	14
137	173	49
60	228	47
12	85	84
147	175	45
16	187	58
113	233	19
55	237	60
133	246	11
138	154	5
51	192	21
11	67	83
225	233	34
16	21	89
40	208	56
19	220	78
114	238	32
120	173	11
154	173	43
165	242	56
94	101	6
91	114	31
40	229	22
43	195	22
193	237	26
44	186	17
61	102	57
75	90	21
97	167	60
11	64	27
102	183	97
41	109	29
131	207	6
139	160	3
107	237	33
28	100	10
67	146	13
45	227	28
96	226	76
46	112	47
30	231	47
47	158	31
3	91	64
36	178	58
33	163	83
93	202	46
97	186	90
49	108	62
40	193	5
89	117	89
56	140	1
158	222	46
35	145	22
199	222	60
51	189	54
214	230	27
66	136	46
108	159	99
126	242	49
47	219	91
51	234	68
192	234	12
13	161	51
73	130	99
39	166	19
75	82	2
160	239	38
101	117	68
9	181	56
51	157	61
13	154	64
41	98	13
153	196	9
38	146	26
80	154	96
19	236	69
37	191	29
4	164	40
116	240	96
6	107	92
33	166	48
12	237	93
72	103	75
36	103	21
43	190	95
143	229	33
54	94	68
22	215	57
91	221	11
186	237	54
30	204	99
23	204	31
55	119	69
16	219	43
30	123	3
112	174	78
17	191	100
8	101	17
17	209	7
39	250	52
31	131	100
46	166	39
24	40	89
6	233	33
199	242	36
153	175	37
125	202	92
49	249	19
10	108	100
8	250	17
130	206	47
44	45	44
27	189	84
117	249	85
38	171	100
136	164	67
128	173	83
53	95	30
1	30	12
27	135	60
44	54	66
162	165	56
88	146	65
176	194	53
228	231	75
61	218	51
51	76	77
36	138	45
143	180	46
157	196	30
133	185	10
45	66	10
159	196	81
150	208	13
120	139	32
153	162	51
64	117	13
140	169	7
153	206	79
46	123	61
50	108	11
28	234	76
64	241	22
192	250	45
170	246	46
26	64	94
61	163	15
32	88	7
106	214	14
26	76	6
75	129	7
75	87	51
166	245	16
34	234	77
35	65	17
199	239	52
123	250	22
2	221	60
73	131	94
59	212	100
12	141	39
134	152	61
8	90	45
33	193	80
108	209	68
46	170	82
133	162	14
27	196	90
3	225	21
136	237	49
38	43	3
8	49	46
17	96	83
51	62	14
24	142	52
71	250	30
95	117	37
1	217	64
9	235	13
121	225	100
161	219	17
57	224	39
96	245	67
193	243	73
104	235	38
122	156	45
14	218	98
196	238	47
29	236	10
97	147	44
50	141	94
90	224	57
58	59	56
106	135	67
18	246	7
86	129	27
41	133	34
25	70	99
42	238	72
179	198	80
35	107	42
213	233	17
150	249	96
56	71	10
163	212	71
74	136	32
65	171	94
43	217	34
19	90	24
79	206	98
73	215	95
62	84	51
190	217	46
1	105	77
31	90	12
31	169	72
145	160	57
95	164	38
16	127	3
80	240	98
62	200	67
87	203	47
200	214	96
24	38	28
144	246	17
105	122	2
205	241	40
143	167	50
46	220	28
114	199	7
83	156	11
67	80	86
111	178	45
147	176	78
51	167	58
5	170	10
70	119	80
71	222	20
33	153	61
22	234	26
126	187	96
53	138	4
34	150	54
94	205	100
7	80	53
67	116	49
36	167	12
130	234	9
70	148	15
66	166	61
2	85	58
156	176	71
118	250	55
93	136	88
45	178	27
174	245	98
97	188	25
163	211	46
37	88	14
177	230	53
192	223	35
122	213	96
35	140	22
116	141	90
205	208	99
112	168	49
131	175	99
6	91	23
1	16	88
48	49	50
56	232	80
128	189	91
121	178	49
13	216	82
136	161	12
151	250	18
13	95	12
169	195	26
57	173	22
97	187	53
84	136	93
49	244	41
81	235	83
22	105	63
41	45	79
60	238	23
65	242	86
119	165	95
44	205	45
160	234	64
10	48	46
14	163	18
42	226	59
50	155	62
134	177	77
10	94	94
61	128	66
126	180	96
14	216	67
126	204	61
19	240	49
34	216	89
68	157	84
145	162	93
185	232	45
80	94	4
60	103	92
177	190	42
14	32	20
1	33	28
46	138	49
227	232	8
81	236	28
55	115	1
66	163	51
26	61	95
139	188	8
32	216	13
96	178	91
82	222	91
43	91	88
131	229	67
202	233	8
106	242	64
57	230	8
69	109	32
30	65	87
110	132	25
158	237	92
19	20	4
119	123	10
55	176	1
200	231	20
113	120	29
36	52	68
224	237	21
91	196	89
139	145	75
59	196	65
4	133	7
19	76	40
103	233	78
75	141	50
33	156	73
32	105	55
173	182	25
67	182	70
64	213	5
81	228	9
53	106	17
30	142	43
12	97	36
76	130	80
6	24	9
20	90	79
218	222	80
173	242	38
87	240	21
19	101	30
47	133	37
94	115	7
68	101	13
124	229	17
39	59	31
122	145	63
44	199	65
91	122	95
156	180	18
54	72	22
36	57	6
120	182	37
160	162	40
123	206	28
52	191	64
51	220	30
198	202	28
19	107	46
190	238	70
5	147	2
237	239	76
51	81	67
161	217	18
59	78	73
41	82	19
220	248	6
34	172	77
16	190	25
107	163	8
96	179	26
24	79	94
33	149	74
98	245	72
31	137	5
82	137	31
22	154	26
157	215	70
60	236	44
165	175	33
86	174	64
83	222	69
32	209	29
94	109	84
21	79	12
115	222	83
34	195	40
18	116	65
205	222	77
5	69	14
4	53	34
39	162	92
118	135	60
183	205	98
146	228	8
141	167	61
121	150	90
42	126	36
31	245	26
152	237	3
2	172	74
131	204	50
12	93	96
102	225	73
114	240	88
12	137	84
91	195	87
59	106	54
48	115	42
216	247	97
39	217	94
78	186	2
120	143	68
26	119	91
3	161	36
21	156	94
96	103	28
177	217	94
3	191	7
6	53	5
106	243	41
108	166	11
13	145	54
130	247	5
177	215	80
71	93	17
127	191	1
199	201	84
204	227	46
132	154	15
6	80	25
62	152	35
20	210	56
33	206	83
15	197	22
43	106	90
75	185	94
35	167	30
42	51	47
160	229	51
17	203	66
5	112	20
111	133	54
77	147	68
12	53	73
203	241	45
116	184	88
158	182	8
194	223	42
56	228	72
15	173	51
59	240	65
157	178	38
45	205	23
93	148	66
4	225	10
56	222	91
142	202	37
75	203	76
129	169	49
45	169	82
153	218	6
39	114	19
195	210	41
47	100	16
120	220	10
4	39	25
13	41	73
21	143	93
72	85	29
88	106	86
64	86	65
84	219	86
121	244	40
32	119	83
6	223	87
26	145	9
109	175	39
88	166	22
36	132	31
90	127	54
144	163	68
48	145	35
45	90	97
20	126	90
40	186	9
149	152	68
25	192	29
38	210	37
201	217	22
64	212	79
117	132	18
126	158	58
28	191	14
55	227	37
99	123	29
5	208	53
26	89	78
219	231	48
67	120	10
62	93	16
53	245	74
85	117	57
195	224	49
19	191	79
10	138	4
27	47	96
5	238	41
91	109	3
28	219	6
113	157	95
109	198	19
45	145	67
39	61	59
210	237	13
197	230	18
130	147	9
36	210	99
4	222	21
153	221	55
159	249	1
94	220	24
97	213	99
117	131	39
137	248	95
