1000	90511	
152	161	31
313	896	5
10	1300	9
749	2592	9
656	1040	45
1138	2386	36
572	1975	32
2234	2933	15
291	1245	43
142	2495	33
1227	1849	44
1492	1975	44
145	1571	40
598	2577	1
499	885	33
315	929	4
1543	2327	47
1526	2044	4
640	1575	43
830	2279	16
674	2558	14
1363	2993	17
80	1806	21
274	1971	9
27	1875	6
213	2256	16
676	1742	18
117	2009	28
925	1471	17
1189	2069	36
2677	2933	13
2040	2670	5
489	1259	47
1065	1831	19
588	849	22
437	763	34
1424	2837	17
1597	2933	22
80	1763	42
517	2897	33
1696	1815	1
509	1057	5
705	2694	9
388	2178	14
2143	2938	12
42	389	40
515	1337	21
506	1629	38
539	1154	2
1484	1967	45
738	1349	10
336	2950	38
657	2285	32
1302	2259	25
750	1875	6
1546	1715	7
1247	1850	19
730	1483	35
574	2916	5
116	654	35
845	880	4
757	2529	20
734	1645	29
2512	2900	36
1984	2483	20
1116	1139	9
2277	2427	40
1247	1652	36
724	1732	40
1269	1460	41
1954	2153	8
1360	1971	20
1016	2896	36
485	2126	19
135	2215	31
429	1748	21
1478	1802	43
462	1602	31
2076	2964	19
1494	1699	18
539	2602	30
2530	2766	41
724	2104	33
188	462	31
33	2856	25
57	2591	35
200	757	43
382	918	37
681	1105	40
117	203	7
204	697	23
1523	2970	46
804	1000	24
378	2777	7
984	1247	4
306	2318	1
837	2055	1
578	2289	12
92	407	42
1155	2153	49
1416	2381	35
978	2602	36
316	1919	43
1049	1143	25
55	2133	22
498	1040	25
2205	2237	43
6	2675	21
77	453	25
1622	1818	45
1302	2678	49
1594	2426	49
969	1211	27
451	1967	3
778	2316	50
517	1110	25
195	830	50
1762	2296	3
452	1186	41
407	931	41
2555	2938	34
80	647	13
1381	1751	13
1597	2925	32
166	443	17
104	2081	20
979	1896	1
529	1524	9
508	2811	20
1607	2069	26
840	2630	41
96	2289	10
207	1237	32
2003	2743	32
844	1473	46
55	479	1
1363	1715	14
119	1494	25
497	1491	34
218	1057	2
1095	1520	28
104	314	23
78	2664	10
460	812	17
278	1853	16
51	2340	5
2338	2938	46
59	240	40
898	1945	15
304	2332	20
1247	2542	5
2513	2677	36
372	872	23
1797	1890	5
51	865	3
402	2962	36
1630	2078	41
1157	2629	38
1392	2010	43
868	2321	42
812	2797	34
2088	2656	41
139	1890	46
1047	2882	49
522	2320	26
2054	2557	3
2072	2589	35
316	550	7
757	1261	24
844	1066	19
451	1189	49
506	2389	25
272	1271	23
1696	2484	47
104	2887	35
333	1593	27
453	2081	1
918	2054	1
317	896	4
1789	2675	29
294	1491	45
753	1467	24
522	1706	46
1768	2895	41
598	2231	2
203	1954	10
312	1245	38
1000	2294	30
1062	2630	17
441	2342	38
402	813	3
737	2896	24
1887	2344	34
441	936	5
197	1599	31
1119	2172	41
656	1824	27
2012	2873	11
1594	1661	28
1081	1321	23
320	855	39
1798	2420	45
673	1502	12
845	1926	24
408	1067	19
147	1065	20
717	1826	26
1017	1025	48
182	747	50
2009	2276	30
833	1095	26
1331	2440	4
456	2087	28
1597	2420	48
1522	1849	28
10	2277	49
1269	2854	40
261	604	42
874	2682	21
918	1509	5
145	2153	17
1521	2381	31
832	1836	34
515	1467	6
840	2904	12
531	1478	13
2356	2938	9
60	2282	21
1875	2568	16
2109	2884	29
1523	2427	36
1249	2139	48
981	1652	10
803	2752	26
1645	2078	26
704	1245	6
1586	2762	36
131	2557	42
828	1394	36
146	981	39
261	778	50
849	2952	45
320	1027	6
2601	2743	43
272	1113	15
1694	2849	50
408	1317	26
803	2902	38
457	2389	49
417	1460	22
1842	2437	2
1416	1662	19
2318	2970	31
111	920	9
279	302	42
375	1302	22
1392	1522	5
1701	2591	50
38	1802	39
529	953	45
1981	2589	16
813	2865	40
1274	1973	8
1575	1622	22
1272	2972	9
1980	2127	50
140	1575	10
2070	2873	2
1246	1898	30
1524	2630	43
55	1757	8
517	1503	39
882	1025	47
42	1599	12
734	1848	17
1910	2882	10
1040	2115	41
1416	2218	40
1670	2787	2
1764	2036	47
382	1977	49
314	451	30
2164	2900	31
1059	1289	28
2288	2670	29
285	2422	45
1509	1926	30
1289	2971	21
291	1259	21
1227	1797	4
529	812	11
2459	2675	15
1494	2964	30
941	2512	6
2109	2257	26
1216	2797	32
408	1845	5
2081	2880	9
1137	1967	28
441	2874	31
2488	2873	42
512	1392	11
111	870	9
1144	2526	42
979	2260	44
2097	2938	31
1031	2858	8
109	1335	31
2237	2698	7
91	642	14
2044	2828	6
1095	2890	19
474	2093	46
919	929	13
167	642	29
27	2074	12
1776	2537	3
1764	2793	19
100	1426	42
843	1826	39
717	1780	43
1488	2944	2
1269	2964	20
295	372	46
408	1040	43
872	1675	42
166	1302	18
1222	2368	16
1715	2276	27
1484	2250	12
531	539	47
207	783	46
537	1521	36
2803	2828	7
793	1113	7
763	2469	9
162	2805	30
274	552	15
1870	2539	28
1380	1945	6
1011	2939	45
10	764	9
1489	2826	5
1865	2386	42
574	1524	1
945	1154	45
1763	2805	48
918	2069	11
728	1852	19
515	1971	3
522	2641	24
375	1571	50
1211	2500	50
119	737	43
747	898	6
759	2856	49
1027	1836	49
1768	1861	26
616	2717	44
2076	2088	40
844	2589	35
1117	1379	38
855	1344	9
505	2952	47
2516	2743	39
441	1473	34
1544	1714	39
941	959	47
462	1972	22
499	2762	28
2491	2972	48
132	1142	16
2601	2675	16
1181	1247	50
147	2157	6
578	1515	20
139	1227	33
294	324	47
578	2751	45
59	1248	49
1383	2861	31
195	2748	22
925	2961	25
191	2971	32
1502	2126	35
1972	2070	25
52	674	31
843	2340	19
502	1467	30
588	1389	10
1233	2036	23
441	1363	11
730	2296	24
1269	2365	35
880	1246	23
472	779	14
1086	2853	31
1185	1840	32
294	2250	16
1561	2603	28
1137	1768	41
1155	2513	8
1652	2912	20
456	2011	11
604	1116	42
2171	2568	38
372	531	44
2357	2670	29
962	2703	38
1699	2278	8
142	248	29
565	804	38
128	1389	42
537	1953	46
1637	2279	8
2109	2122	29
162	2107	37
295	1342	17
1289	2500	27
100	2529	3
1081	2900	6
1522	1709	35
1117	1338	43
1271	1637	38
407	1157	40
515	920	34
309	1100	43
1610	2933	48
1489	2511	32
724	1460	39
920	2339	32
1116	2777	1
240	1522	26
962	2087	32
637	1772	32
2250	2520	38
377	2127	37
1593	2166	32
2159	2889	32
21	1017	23
1262	1975	43
453	1544	23
84	2241	26
2141	2332	21
915	1784	9
80	1076	32
2338	2589	30
325	932	4
1240	1289	8
1184	2322	14
171	483	27
1227	1473	49
610	1189	21
1181	2591	17
1576	2970	22
347	1246	14
1806	2172	18
1608	2420	2
248	1456	25
687	746	44
1544	2441	43
33	2789	16
2159	2376	49
2089	2653	45
429	1644	28
640	717	40
2077	2837	15
2010	2762	6
1557	2015	36
704	2483	20
972	1117	32
804	2667	28
932	2205	2
1502	2133	19
762	1690	34
2688	2828	33
2076	2164	1
892	1582	27
13	1040	46
592	2530	48
642	2269	15
984	2000	7
529	2044	38
1067	1509	45
1555	2629	3
746	1388	19
2153	2422	15
261	1172	30
2542	2964	49
598	1910	11
974	1826	23
468	2111	50
182	342	46
2311	2470	13
150	2144	17
1262	1706	37
2441	2526	38
135	2483	28
4	2468	16
34	2437	50
522	1669	48
783	1376	14
1071	1661	28
142	828	8
578	2000	49
1553	2449	34
227	1424	2
868	2269	5
1742	2563	21
1335	2107	29
1305	1964	22
101	117	8
757	2344	9
1081	1171	18
5	110	9
1742	2617	11
2081	2433	16
896	2529	21
654	2015	8
882	1489	46
476	2972	49
2014	2409	16
145	789	29
571	616	19
428	1318	23
456	1980	50
167	2890	45
1915	2854	33
656	1171	33
972	2555	16
1099	2934	50
1133	1917	24
197	1017	41
473	1220	40
753	1768	43
1071	2010	19
723	2880	11
1010	2530	1
2036	2090	8
757	1701	35
294	1915	16
2281	2452	23
727	830	11
457	2276	40
732	2044	24
159	957	45
779	1360	46
1714	1806	49
921	2167	8
460	537	16
438	1010	16
4	2158	8
2104	2255	17
1226	2787	6
959	1670	39
117	2789	48
1047	2539	5
81	2896	45
110	1701	40
279	2743	49
1653	1954	25
1421	1695	26
60	2138	16
816	1379	1
2277	2555	21
91	1066	5
1865	1938	27
1710	2681	11
932	2854	32
145	2653	8
2015	2723	36
1202	2322	6
1184	1971	24
2211	2339	20
905	1481	10
27	2484	34
1325	2910	35
737	2762	21
587	953	22
882	2000	48
10	746	2
1155	2856	39
78	2567	9
646	1119	22
875	2609	45
1249	1622	29
81	717	28
109	833	33
1142	1249	49
388	2427	23
505	813	32
1346	2081	2
626	2335	18
1196	2296	49
698	1325	29
587	2285	17
87	2629	3
10	2164	5
1862	2468	29
868	1065	38
783	2321	40
962	2055	17
2035	2653	27
874	1753	47
402	835	8
377	2826	42
1337	1763	48
298	2964	32
1630	1840	48
1317	1714	48
902	2409	25
452	1200	35
457	571	39
972	1931	26
1254	2340	12
2014	2262	3
80	1137	41
1200	2593	21
222	2409	23
840	2743	8
438	562	14
313	1196	42
704	1604	17
814	925	20
649	1388	20
1136	2218	3
125	1919	32
1196	2304	32
649	2214	3
613	2875	35
1610	2231	4
1393	2449	24
1120	1772	12
1025	2256	36
849	2819	39
2231	2484	3
489	2115	17
880	1751	4
1246	2377	50
1927	2409	2
401	592	6
499	843	17
2093	2979	13
1557	2875	47
673	2389	3
977	2743	3
828	1517	26
830	2322	26
272	1661	33
727	2010	3
1262	2036	11
1503	2278	25
2389	2634	34
1379	2241	6
2474	2971	37
1732	2259	17
1967	2157	42
1388	2215	50
34	2861	12
892	1831	5
828	1593	33
1265	2944	13
2339	2452	28
1226	2115	24
110	1646	17
517	723	46
1427	1529	26
868	2478	4
771	1137	22
1732	2861	38
763	1594	16
1082	2365	40
441	1184	47
546	2701	11
166	1481	30
1016	2682	17
1360	1845	20
1321	1346	8
872	2332	21
34	2609	33
787	2641	4
1344	2014	16
1489	2459	15
880	1427	29
1485	2047	42
2087	2112	16
892	1515	9
550	2404	21
51	1484	48
162	771	21
40	91	6
80	749	7
1977	2865	3
574	977	7
52	2701	38
2237	2589	25
2541	2932	18
521	915	30
314	1426	38
1042	1799	13
1110	1764	3
1708	2961	21
1300	2055	38
291	1048	45
1123	2469	43
604	2218	24
604	2938	26
304	1973	49
1471	1699	46
1575	2613	1
145	2502	19
718	2159	44
407	1635	44
1748	2901	49
918	1467	38
627	2138	6
1172	2853	3
1181	1506	34
914	2296	27
2933	2944	19
834	2744	9
830	1363	34
749	1143	16
896	2003	3
92	213	28
2613	2737	35
110	2777	50
771	2783	15
2381	2964	39
1971	2516	3
152	2653	39
85	1477	48
929	1319	14
417	914	1
1896	1980	42
278	2070	18
1488	1602	22
981	1021	9
291	333	26
13	657	21
142	2916	17
1492	2694	18
604	1300	50
85	1196	28
1100	2003	23
2278	2559	36
972	2427	30
60	787	23
1576	1896	16
656	1975	22
786	1787	23
1797	2165	6
837	2630	48
730	2144	2
1919	2076	6
1399	1586	47
2405	2448	24
59	2890	11
673	717	26
868	1220	37
337	2882	6
650	1017	22
1247	1708	22
896	2449	50
565	2078	22
1556	1764	40
734	1099	41
1971	2289	12
1823	2593	14
717	2284	37
531	1586	41
77	323	47
401	408	34
972	1157	37
2166	2340	24
2074	2158	26
1119	2093	13
2339	2577	3
479	2283	15
92	2646	44
417	2279	30
598	2957	14
2177	2895	20
2234	2280	24
1768	2520	44
316	2688	28
375	1815	37
2157	2793	34
1057	2069	13
147	372	17
1269	2988	50
191	2415	42
1017	1862	2
1760	2932	13
724	1059	23
1541	1645	20
279	2090	26
1599	1954	38
497	2952	41
1172	1927	16
2454	2474	35
816	2468	28
2359	2491	27
1556	2078	2
865	1350	45
801	1360	34
1557	2682	28
1566	2296	32
953	2918	28
1344	2155	13
1857	2069	44
1604	1887	29
919	1427	4
1561	2077	37
1661	2107	44
1673	2044	5
657	1249	10
1607	2410	11
637	763	49
635	1084	44
342	687	34
2257	2678	39
716	2256	47
497	832	41
378	2211	18
1196	2537	25
2164	2660	32
291	1485	5
872	1331	14
2277	2904	41
323	1826	27
1957	2631	45
2011	2526	50
1110	1645	45
1303	2587	44
2422	2470	24
42	2681	29
100	1762	14
1689	2513	22
701	1259	8
1607	2102	15
1025	1338	32
462	571	30
1037	1113	32
1100	2495	16
512	673	43
240	1664	41
945	1021	17
1589	2327	4
489	1798	44
1526	2090	33
323	1399	36
1281	1865	26
192	2296	41
361	2148	48
793	1481	44
502	2241	7
521	2296	8
342	2902	27
1113	2452	41
1152	1669	42
801	1673	6
100	957	32
1492	2582	17
394	875	36
1493	2512	45
272	750	12
261	457	50
550	1081	35
284	1607	25
1142	2172	13
1753	1832	25
1602	2934	24
104	546	44
537	2567	29
1798	2410	34
285	515	40
43	2670	4
148	305	30
915	1675	47
1392	1849	23
517	1133	16
495	1305	3
